1000001,100063,3
1000001,100023,3
1000001,100034,2
1000002,100058,1
1000002,100022,3
1000002,100031,3
1000003,100050,1
1000003,100002,3
1000003,100028,1
1000003,100058,2
1000003,100029,1
1000004,100046,3
1000004,100077,3
1000004,100062,3
1000004,100014,3
1000004,100063,2
1000005,100032,1
1000005,100054,2
1000005,100014,3
1000005,100076,3
1000005,100011,2
1000006,100036,5
1000006,100043,1
1000006,100080,4
1000006,100057,7
1000006,100076,2
1000006,100003,7
1000006,100075,3
1000006,100054,1
1000006,100053,7
1000006,100018,7
1000007,100024,3
1000007,100034,2
1000008,100020,3
1000008,100032,3
1000009,100071,2
1000010,100080,1
1000010,100056,3
1000010,100018,1
1000011,100019,1
1000011,100061,2
1000011,100009,2
1000011,100015,2
1000011,100002,3
1000012,100059,3
1000013,100027,4
1000013,100072,2
1000013,100081,2
1000013,100033,8
1000013,100076,4
1000013,100064,3
1000013,100040,1
1000013,100031,9
1000013,100011,1
1000013,100029,7
1000013,100043,5
1000013,100016,8
1000014,100003,3
1000014,100062,1
1000015,100009,1
1000015,100031,2
1000015,100083,2
1000015,100019,1
1000016,100001,1
1000016,100056,3
1000016,100079,2
1000016,100017,1
1000016,100003,3
1000017,100076,2
1000017,100032,2
1000017,100024,3
1000017,100058,2
1000018,100056,2
1000018,100030,2
1000018,100035,3
1000018,100083,1
1000018,100037,3
1000018,100002,3
1000019,100036,3
1000019,100042,2
1000019,100032,2
1000019,100024,1
1000020,100052,2
1000020,100076,1
1000020,100021,3
1000020,100063,3
1000020,100060,3
1000021,100082,1
1000021,100047,1
1000021,100024,1
1000022,100037,1
1000022,100023,1
1000022,100021,2
1000022,100013,1
1000022,100045,1
1000022,100032,3
1000023,100033,4
1000023,100020,1
1000023,100018,4
1000023,100079,9
1000023,100022,8
1000023,100041,7
1000023,100064,5
1000023,100029,8
1000024,100016,6
1000024,100008,4
1000024,100074,8
1000024,100069,7
1000024,100053,8
1000024,100070,3
1000024,100043,5
1000024,100056,7
1000024,100059,4
1000024,100068,3
1000024,100071,1
1000024,100027,2
1000024,100013,1
1000024,100029,9
1000024,100012,7
1000025,100039,8
1000025,100047,4
1000025,100030,6
1000025,100010,2
1000025,100016,6
1000025,100080,4
1000025,100052,5
1000025,100053,3
1000025,100071,1
1000025,100066,4
1000025,100029,6
1000025,100028,3
1000025,100031,7
1000025,100012,9
1000026,100009,1
1000026,100012,2
1000026,100042,2
1000027,100049,1
1000027,100083,1
1000027,100032,2
1000028,100030,3
1000028,100013,1
1000029,100019,1
1000029,100024,2
1000029,100034,3
1000029,100031,2
1000029,100080,2
1000030,100067,2
1000030,100083,1
1000030,100036,3
1000031,100039,1
1000032,100029,2
1000032,100036,3
1000032,100053,7
1000032,100080,9
1000032,100061,4
1000032,100039,3
1000032,100075,6
1000032,100071,6
1000032,100055,7
1000032,100050,4
1000032,100002,6
1000032,100035,5
1000032,100031,1
1000032,100001,6
1000032,100022,1
1000033,100070,2
1000033,100067,3
1000034,100078,3
1000034,100020,3
1000034,100003,1
1000034,100070,3
1000034,100043,1
1000035,100002,3
1000035,100068,1
1000035,100006,3
1000035,100033,2
1000036,100066,1
1000036,100015,3
1000036,100061,1
1000036,100074,2
1000037,100031,9
1000037,100014,9
1000037,100057,7
1000037,100072,1
1000037,100077,5
1000037,100004,1
1000037,100061,1
1000037,100006,4
1000037,100041,2
1000037,100001,7
1000037,100045,6
1000037,100054,2
1000037,100029,7
1000037,100020,4
1000037,100081,6
1000038,100018,3
1000038,100006,2
1000038,100038,2
1000038,100016,3
1000038,100029,1
1000038,100070,2
1000039,100034,2
1000039,100037,3
1000039,100075,1
1000039,100024,3
1000040,100056,2
1000040,100004,3
1000040,100035,3
1000040,100073,1
1000040,100040,1
1000041,100034,2
1000041,100059,1
1000041,100025,2
1000041,100051,3
1000041,100069,3
1000041,100010,3
1000042,100019,1
1000042,100024,1
1000042,100025,2
1000042,100081,3
1000042,100001,1
1000043,100065,3
1000043,100016,2
1000043,100035,1
1000044,100037,1
1000044,100029,1
1000044,100070,2
1000044,100040,2
1000044,100072,1
1000045,100057,1
1000045,100071,3
1000045,100046,3
1000045,100068,2
1000046,100044,3
1000046,100042,3
1000046,100027,2
1000047,100027,3
1000047,100083,3
1000048,100006,2
1000048,100002,7
1000048,100013,1
1000048,100066,7
1000048,100039,7
1000048,100079,8
1000048,100036,6
1000048,100023,2
1000048,100067,5
1000048,100059,8
1000048,100027,3
1000049,100030,3
1000049,100078,1
1000049,100045,1
1000049,100026,1
1000049,100066,2
1000049,100047,1
1000050,100012,2
1000050,100024,2
1000050,100032,1
1000051,100009,1
1000051,100028,3
1000051,100005,1
1000051,100062,3
1000052,100015,2
1000052,100050,3
1000052,100045,2
1000052,100078,3
1000053,100074,3
1000054,100012,3
1000054,100058,3
1000054,100033,3
1000055,100036,1
1000056,100022,2
1000056,100031,2
1000057,100031,1
1000057,100003,3
1000057,100005,3
1000057,100027,3
1000057,100065,2
1000057,100040,1
1000058,100043,3
1000058,100011,2
1000058,100063,2
1000058,100019,3
1000059,100017,1
1000059,100056,3
1000059,100083,1
1000059,100076,2
1000060,100050,1
1000060,100052,3
1000060,100004,2
1000061,100032,7
1000061,100020,4
1000061,100004,4
1000061,100044,8
1000061,100017,5
1000061,100026,7
1000061,100047,4
1000061,100060,8
1000061,100069,8
1000061,100057,9
1000062,100010,1
1000062,100046,3
1000062,100058,3
1000063,100036,2
1000063,100019,3
1000063,100012,1
1000063,100076,2
1000063,100003,3
1000063,100025,1
1000064,100066,2
1000064,100055,1
1000064,100049,2
1000064,100054,1
1000064,100010,2
1000065,100008,7
1000065,100012,5
1000065,100033,4
1000065,100046,4
1000065,100048,7
1000065,100075,3
1000065,100044,8
1000066,100002,2
1000067,100070,3
1000067,100004,2
1000068,100074,1
1000068,100029,2
1000068,100070,2
1000068,100023,3
1000068,100005,3
1000068,100022,2
1000069,100028,2
1000069,100025,3
1000069,100018,2
1000069,100079,1
1000069,100005,1
1000070,100061,2
1000071,100064,2
1000072,100017,2
1000072,100079,1
1000073,100060,2
1000073,100048,3
1000074,100017,2
1000074,100032,2
1000075,100066,1
1000075,100055,3
1000075,100008,2
1000076,100063,3
1000076,100061,1
1000076,100023,1
1000076,100075,3
1000077,100007,2
1000077,100072,2
1000078,100037,3
1000078,100014,1
1000078,100018,2
1000078,100058,2
1000078,100009,1
1000078,100054,1
1000079,100013,3
1000079,100046,7
1000079,100039,4
1000079,100063,8
1000079,100042,2
1000079,100052,5
1000079,100040,9
1000079,100005,2
1000079,100034,9
1000079,100009,9
1000080,100013,9
1000080,100057,6
1000080,100026,9
1000080,100038,9
1000080,100053,5
1000080,100012,7
1000080,100008,5
1000080,100014,1
1000080,100078,9
1000080,100054,5
1000080,100025,5
1000080,100075,4
1000080,100010,5
1000081,100032,4
1000081,100076,3
1000081,100003,2
1000081,100060,2
1000081,100007,1
1000081,100043,2
1000081,100020,1
1000081,100053,7
1000081,100026,1
1000081,100079,5
1000081,100055,2
1000081,100017,5
1000081,100049,7
1000081,100008,6
1000081,100058,1
1000082,100027,3
1000082,100053,2
1000082,100007,1
1000083,100064,1
1000083,100028,3
1000083,100029,3
1000083,100011,3
1000083,100071,1
1000084,100069,1
1000084,100074,3
1000084,100037,1
1000085,100082,3
1000086,100013,3
1000086,100001,2
1000086,100014,5
1000086,100023,6
1000086,100030,1
1000086,100051,7
1000086,100037,1
1000086,100074,3
1000086,100019,6
1000086,100069,1
1000086,100028,2
1000087,100059,3
1000087,100029,1
1000087,100033,2
1000087,100041,3
1000087,100057,3
1000088,100022,1
1000088,100018,3
1000089,100055,3
1000090,100004,3
1000090,100002,2
1000090,100069,1
1000090,100051,1
1000091,100049,9
1000091,100080,6
1000091,100065,8
1000091,100030,8
1000091,100070,1
1000091,100026,2
1000091,100042,1
1000091,100038,7
1000091,100025,5
1000092,100074,2
1000092,100012,1
1000092,100013,1
1000092,100011,2
1000092,100072,3
1000093,100047,2
1000093,100075,2
1000093,100011,3
1000093,100019,1
1000094,100001,2
1000094,100052,3
1000094,100029,3
1000095,100035,5
1000095,100034,6
1000095,100076,3
1000095,100077,9
1000095,100069,5
1000095,100080,4
1000095,100012,8
1000095,100048,4
1000095,100070,1
1000096,100082,7
1000096,100033,8
1000096,100037,8
1000096,100056,7
1000096,100053,8
1000096,100059,1
1000096,100024,6
1000096,100077,5
1000096,100001,8
1000096,100018,5
1000096,100080,2
1000097,100028,1
1000097,100003,2
1000097,100073,1
1000098,100028,3
1000098,100067,2
1000098,100065,3
1000098,100064,2
1000098,100060,1
1000098,100027,1
1000099,100027,3
1000099,100018,2
1000099,100081,1
1000099,100037,3
1000100,100082,2
1000100,100034,1
1000101,100025,3
1000102,100041,5
1000102,100054,3
1000102,100056,9
1000102,100044,8
1000102,100076,7
1000102,100059,8
1000102,100011,1
1000103,100055,1
1000103,100074,2
1000103,100060,1
1000104,100067,2
1000105,100030,1
1000105,100081,2
1000105,100015,1
1000106,100080,7
1000106,100063,3
1000106,100009,8
1000106,100023,9
1000106,100005,9
1000106,100010,8
1000106,100020,5
1000106,100034,3
1000107,100068,1
1000107,100036,1
1000107,100081,2
1000107,100014,3
1000108,100007,1
1000108,100027,6
1000108,100035,2
1000108,100031,7
1000108,100006,1
1000108,100024,2
1000108,100073,1
1000108,100001,3
1000108,100004,7
1000108,100079,2
1000108,100063,2
1000108,100083,9
1000108,100037,2
1000108,100075,3
1000108,100002,7
1000109,100055,3
1000109,100083,3
1000109,100020,3
1000109,100037,3
1000110,100013,2
1000110,100072,1
1000111,100016,3
1000111,100063,1
1000111,100041,3
1000112,100081,3
1000113,100022,2
1000113,100034,2
1000113,100005,2
1000113,100017,2
1000113,100013,2
1000113,100079,3
1000114,100060,1
1000114,100057,1
1000114,100004,2
1000114,100033,2
1000114,100024,2
1000114,100065,3
1000115,100071,3
1000115,100020,3
1000115,100067,2
1000115,100006,1
1000116,100049,2
1000116,100072,9
1000116,100057,8
1000116,100031,6
1000116,100046,9
1000116,100043,5
1000116,100027,2
1000116,100008,4
1000116,100026,8
1000116,100073,7
1000116,100044,7
1000116,100028,5
1000116,100001,3
1000117,100018,3
1000118,100001,1
1000118,100036,1
1000118,100044,1
1000119,100051,1
1000120,100068,1
1000120,100028,1
1000120,100008,1
1000120,100019,3
1000121,100075,1
1000121,100057,1
1000122,100044,5
1000122,100059,3
1000122,100054,3
1000122,100050,5
1000122,100075,3
1000122,100004,1
1000122,100023,7
1000122,100038,6
1000122,100033,1
1000123,100007,2
1000123,100051,1
1000123,100065,3
1000124,100052,2
1000124,100055,2
1000124,100035,3
1000124,100018,1
1000124,100016,2
1000125,100034,8
1000125,100016,8
1000125,100063,3
1000125,100048,9
1000125,100008,4
1000125,100021,5
1000125,100051,8
1000125,100062,8
1000125,100070,3
1000125,100038,2
1000125,100005,4
1000125,100004,7
1000125,100014,2
1000125,100047,2
1000126,100075,3
1000126,100047,3
1000126,100010,1
1000126,100018,1
1000126,100060,1
1000126,100073,1
1000127,100047,3
1000128,100071,1
1000128,100019,1
1000128,100036,3
1000128,100006,2
1000128,100024,3
1000128,100029,3
1000129,100076,3
1000129,100008,2
1000129,100049,1
1000129,100031,2
1000130,100055,1
1000130,100080,2
1000130,100043,2
1000130,100023,3
1000130,100041,2
1000130,100042,1
1000131,100017,3
1000131,100080,3
1000131,100013,2
1000131,100042,1
1000132,100064,2
1000132,100079,2
1000132,100026,1
1000132,100004,3
1000132,100006,1
1000133,100083,2
1000134,100078,2
1000134,100034,1
1000134,100072,1
1000135,100020,2
1000136,100055,2
1000136,100072,3
1000137,100032,1
1000137,100030,2
1000137,100083,2
1000137,100028,3
1000138,100005,2
1000138,100051,2
1000138,100080,2
1000138,100059,3
1000138,100048,3
1000138,100046,2
1000139,100062,1
1000140,100015,2
1000140,100072,3
1000141,100080,1
1000141,100012,3
1000142,100002,3
1000142,100044,3
1000142,100081,2
1000143,100070,1
1000143,100050,2
1000143,100053,3
1000143,100060,1
1000143,100069,1
1000143,100061,3
1000144,100056,1
1000144,100035,2
1000144,100002,3
1000144,100031,2
1000144,100059,3
1000145,100066,2
1000145,100030,2
1000146,100033,1
1000146,100058,3
1000146,100056,2
1000146,100007,2
1000146,100070,1
1000146,100066,2
1000147,100053,2
1000147,100042,1
1000147,100028,3
1000147,100043,2
1000148,100012,2
1000148,100062,2
1000148,100059,2
1000148,100027,2
1000149,100039,3
1000149,100031,3
1000150,100046,3
1000150,100029,2
1000150,100040,1
1000150,100041,1
1000151,100021,2
1000151,100004,2
1000152,100071,2
1000152,100080,3
1000152,100028,2
1000152,100005,1
1000153,100022,2
1000153,100069,2
1000153,100065,1
1000153,100068,1
1000154,100062,1
1000154,100069,1
1000154,100067,3
1000154,100054,2
1000155,100040,1
1000156,100007,2
1000157,100034,3
1000157,100006,2
1000157,100042,3
1000157,100083,3
1000157,100058,2
1000158,100066,1
1000158,100005,2
1000158,100050,2
1000159,100042,1
1000159,100035,2
1000159,100023,2
1000159,100073,3
1000159,100064,2
1000160,100017,2
1000160,100037,3
1000161,100035,3
1000161,100012,2
1000161,100055,2
1000161,100010,3
1000161,100083,3
1000161,100061,1
1000162,100021,2
1000163,100065,2
1000163,100008,3
1000163,100068,3
1000163,100031,3
1000163,100053,2
1000164,100007,3
1000164,100071,1
1000164,100067,3
1000165,100065,2
1000165,100075,1
1000165,100016,1
1000165,100006,1
1000165,100010,1
1000165,100019,3
1000166,100063,2
1000166,100062,3
1000166,100040,3
1000166,100026,3
1000167,100063,2
1000167,100059,3
1000167,100039,2
1000167,100078,2
1000167,100040,1
1000167,100031,2
1000168,100036,2
1000168,100028,3
1000168,100042,2
1000168,100054,2
1000169,100043,3
1000169,100076,3
1000170,100078,1
1000170,100011,3
1000170,100081,3
1000171,100072,3
1000171,100070,1
1000172,100004,3
1000172,100050,1
1000173,100068,2
1000174,100046,3
1000174,100070,2
1000174,100038,3
1000174,100026,3
1000175,100067,2
1000175,100060,7
1000175,100058,2
1000175,100023,6
1000175,100034,5
1000175,100010,8
1000175,100015,2
1000175,100047,9
1000176,100041,2
1000176,100020,2
1000177,100018,3
1000177,100046,3
1000177,100043,1
1000177,100056,1
1000177,100013,2
1000177,100053,3
1000178,100038,3
1000178,100071,3
1000178,100072,2
1000178,100058,3
1000178,100060,3
1000179,100052,7
1000179,100063,1
1000179,100001,6
1000179,100023,4
1000179,100049,4
1000179,100003,4
1000179,100025,7
1000180,100001,3
1000181,100046,1
1000181,100032,3
1000181,100035,1
1000182,100007,2
1000182,100073,1
1000182,100028,1
1000182,100024,2
1000183,100022,9
1000183,100018,6
1000183,100063,1
1000183,100017,9
1000183,100008,9
1000183,100032,6
1000183,100042,7
1000183,100027,6
1000183,100012,9
1000183,100013,8
1000183,100036,4
1000183,100067,7
1000183,100029,7
1000183,100080,1
1000183,100021,9
1000184,100071,2
1000184,100006,2
1000184,100010,3
1000184,100019,2
1000184,100070,2
1000184,100037,2
1000185,100061,3
1000185,100076,1
1000185,100027,3
1000185,100036,3
1000186,100024,2
1000186,100073,2
1000186,100055,3
1000186,100068,1
1000186,100009,3
1000187,100045,2
1000187,100060,2
1000187,100015,1
1000187,100059,1
1000187,100010,1
1000187,100024,3
1000188,100014,1
1000189,100019,3
1000189,100060,1
1000189,100078,3
1000190,100017,1
1000190,100033,3
1000190,100057,1
1000190,100062,1
1000190,100078,2
1000191,100026,3
1000191,100061,2
1000191,100071,3
1000192,100035,3
1000193,100006,2
1000193,100003,3
1000194,100061,3
1000194,100001,1
1000194,100064,1
1000194,100042,3
1000195,100074,3
1000195,100041,3
1000196,100045,2
1000196,100073,1
1000196,100019,3
1000196,100062,6
1000196,100034,8
1000196,100056,5
1000196,100070,1
1000196,100014,1
1000196,100010,5
1000196,100036,3
1000196,100077,5
1000196,100023,1
1000196,100076,7
1000196,100039,8
1000196,100069,2
1000197,100048,3
1000198,100052,1
1000198,100033,3
1000198,100039,2
1000198,100068,1
1000198,100050,2
1000199,100054,2
1000199,100001,3
1000199,100018,3
1000199,100013,1
1000200,100062,2
1000201,100039,2
1000201,100049,2
1000201,100019,2
1000201,100076,1
1000201,100025,1
1000201,100048,2
1000202,100045,1
1000202,100077,3
1000202,100063,2
1000202,100011,1
1000202,100038,3
1000202,100017,3
1000203,100018,3
